Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 115.0.0.0,,,2023-07-31 15:47:12,2023-07-31 15:47:18,6.063s,PASSED
,,,,,,,
Test Cases/Saucedemo/Login,Chrome 115.0.0.0,,,2023-07-31 15:47:12,2023-07-31 15:47:18,5.837s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-07-31 15:47:12,2023-07-31 15:47:15,2.367s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-07-31 15:47:15,2023-07-31 15:47:15,0.163s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 115.0.0.0,,,2023-07-31 15:47:15,2023-07-31 15:47:15,0.488s,PASSED
"setText(findTestObject(""Saucedemo/Login/txt_username""), ""standard_user"")",Chrome 115.0.0.0,,,2023-07-31 15:47:15,2023-07-31 15:47:16,0.863s,PASSED
"setText(findTestObject(""Saucedemo/Login/txt_password""), ""secret_sauce"")",Chrome 115.0.0.0,,,2023-07-31 15:47:16,2023-07-31 15:47:17,0.764s,PASSED
"click(findTestObject(""Saucedemo/Login/btn_login""))",Chrome 115.0.0.0,,,2023-07-31 15:47:17,2023-07-31 15:47:17,0.437s,PASSED
"verifyElementPresent(findTestObject(""Saucedemo/Login/Verify_Home""), 0)",Chrome 115.0.0.0,,,2023-07-31 15:47:17,2023-07-31 15:47:18,0.452s,PASSED
